1,0.0,0.173742417324
1,0.1,0.195506121529
1,0.2,0.283468378972
1,0.3,0.332958535249
1,0.4,0.302110922351
1,0.5,0.0
1,0.6,0.0
1,0.7,0.0
1,0.8,0.0
1,0.9,0.0
1,1.0,0.0
2,0.0,0.279734337662
2,0.1,0.44921736262
2,0.2,0.568592083348
2,0.3,0.609999100528
2,0.4,0.660111437836
2,0.5,0.658057755291
2,0.6,0.539565821226
2,0.7,0.537202931149
2,0.8,0.246619291067
2,0.9,0.231761788266
2,1.0,0.198766488211
3,0.0,0.429028179682
3,0.1,0.329676661307
3,0.2,0.224515808231
3,0.3,0.208289709525
3,0.4,0.200718114466
3,0.5,0.20047814752
3,0.6,0.197880350302
3,0.7,0.196668764729
3,0.8,0.1963983201
3,0.9,0.196713254422
3,1.0,0.196092442075
