1,2,713.183683716
1,3,1002.96371639
1,4,864.651478922
1,5,871.357078717
1,6,916.039829945
1,7,1121.45609263
1,8,1030.07927698
1,9,1042.58432909
1,10,850.24503178
1,11,1050.85857779
1,12,1167.67390958
1,13,1215.2936777
1,14,989.179437063
1,15,865.111840273
1,16,909.372926174
1,17,906.189730381
1,18,851.543025047
1,19,1235.52689234
1,20,825.725939019
1,21,848.077530049
1,22,1162.26679737
1,23,1045.94346415
1,24,1068.41911528
1,25,1072.11752399
1,26,1011.26028104
1,27,1003.23259777
2,3,695.546205564
2,4,659.362128256
2,5,550.103246208
2,6,706.422226083
2,7,877.406546557
2,8,811.572529136
2,9,762.311166781
2,10,631.675683062
2,11,814.404146541
2,12,1075.45541977
2,13,1148.91495126
2,14,850.744582863
2,15,572.475253593
2,16,661.518991406
2,17,652.868769494
2,18,536.568153605
2,19,1122.79439688
2,20,654.744799291
2,21,623.618073426
2,22,905.677519661
2,23,833.865604789
2,24,829.595966213
2,25,900.240534198
2,26,891.398354837
2,27,899.91440163
3,4,572.537563108
3,5,519.139266538
3,6,852.16998123
3,7,1003.22593199
3,8,847.004280969
3,9,803.01958611
3,10,879.149173072
3,11,872.407307295
3,12,1064.38562195
3,13,1120.94273118
3,14,1025.89761681
3,15,756.566329264
3,16,857.9012445
3,17,869.876172006
3,18,715.071409498
3,19,1202.64684506
3,20,840.499517144
3,21,776.012915709
3,22,1059.22235441
3,23,979.18556793
3,24,925.604389519
3,25,956.242028596
3,26,931.533150789
3,27,1107.5970005
4,5,513.444076958
4,6,894.203546552
4,7,983.378015177
4,8,828.533102083
4,9,844.359177822
4,10,759.25682638
4,11,717.105655924
4,12,988.823310819
4,13,1107.56041266
4,14,976.141413074
4,15,760.839383951
4,16,816.636324035
4,17,854.710392477
4,18,680.957153287
4,19,1103.02356681
4,20,777.246123507
4,21,600.371980762
4,22,923.420020508
4,23,973.751361139
4,24,866.927770649
4,25,875.884117588
4,26,814.170045021
4,27,1074.27725991
5,6,767.902419642
5,7,887.232274179
5,8,736.221399572
5,9,730.279812371
5,10,686.608454871
5,11,745.442018726
5,12,1115.72939664
5,13,1202.44707248
5,14,934.958281964
5,15,576.337926191
5,16,640.356940107
5,17,748.885015953
5,18,551.993030404
5,19,1151.19693161
5,20,798.154701275
5,21,607.088135149
5,22,974.110450159
5,23,853.620230929
5,24,761.548804139
5,25,948.232941087
5,26,921.067378702
5,27,1029.0436702
6,7,712.594950218
6,8,648.288688177
6,9,707.991626185
6,10,728.8886598
6,11,922.173741091
6,12,1210.09972535
6,13,1340.31357881
6,14,844.706955021
6,15,768.22273778
6,16,678.563711457
6,17,884.460178687
6,18,626.319793111
6,19,1311.24024846
6,20,809.438745094
6,21,779.742942118
6,22,1021.39440033
6,23,797.585722201
6,24,875.890068989
6,25,969.488597317
6,26,1037.65151301
6,27,963.866462892
7,8,623.593334162
7,9,630.073366543
7,10,823.224062882
7,11,905.172433247
7,12,1373.35429437
7,13,1448.1667778
7,14,956.702406319
7,15,876.191072954
7,16,774.221248904
7,17,890.767128364
7,18,710.975432471
7,19,1402.14884999
7,20,1051.8905095
7,21,869.957161875
7,22,1096.3281096
7,23,818.902345891
7,24,866.03390495
7,25,1121.62790606
7,26,1185.41733419
7,27,1162.00316815
8,9,458.164697082
8,10,745.043590244
8,11,865.102375094
8,12,1299.05210395
8,13,1357.43254612
8,14,911.985051138
8,15,754.851143979
8,16,674.099142721
8,17,825.826087069
8,18,569.977232877
8,19,1266.63842672
8,20,903.532038242
8,21,725.586690387
8,22,1016.57251984
8,23,754.950484902
8,24,780.770330978
8,25,996.599645572
8,26,1055.27148587
8,27,1078.93099235
9,10,715.862175077
9,11,934.893068662
9,12,1254.53473767
9,13,1312.41845594
9,14,949.689738982
9,15,760.608341181
9,16,661.529720858
9,17,820.547701465
9,18,600.185570103
9,19,1177.75118932
9,20,840.45099729
9,21,703.6079039
9,22,1085.91379854
9,23,730.73672395
9,24,722.201529747
9,25,953.619096915
9,26,1017.37409677
9,27,1034.63518644
10,11,911.3856375
10,12,1095.59409186
10,13,1154.71364225
10,14,827.700576842
10,15,678.93590128
10,16,604.372173369
10,17,737.627795221
10,18,642.238257212
10,19,1013.78295485
10,20,699.290288775
10,21,517.721256896
10,22,986.196135581
10,23,735.149468599
10,24,785.434975808
10,25,947.091397265
10,26,973.122324816
10,27,844.795169772
11,12,1301.28498749
11,13,1405.77706059
11,14,906.316287921
11,15,929.296846293
11,16,892.595700608
11,17,987.427400584
11,18,747.551087841
11,19,1443.97793325
11,20,1057.10761325
11,21,785.498221085
11,22,898.185262396
11,23,961.637926306
11,24,909.952174961
11,25,1100.65766944
11,26,1102.60529192
11,27,1223.02037087
12,13,580.618382094
12,14,1358.38911455
12,15,1124.2665179
12,16,1224.01882987
12,17,1154.65036758
12,18,1133.98578536
12,19,1173.13831196
12,20,981.542085226
12,21,1033.85145877
12,22,1350.64440548
12,23,1246.39478885
12,24,1262.98799808
12,25,1106.04556949
12,26,1020.02558804
12,27,1149.07640117
13,14,1422.70456099
13,15,1191.87343713
13,16,1322.63831028
